slug,companyURL,companyMembersURL,companyNameNAICS,LinkedIn Company Name,employeesCount,LinkedIn Company IDs
scientific-games-gaming,https://www.linkedin.com/company/scientific-games-gaming,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2266294311%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SG GAMING INC,Scientific Games - Gaming,243,66294311
sgic-cloud-technologies-inc,https://www.linkedin.com/company/sgic-cloud-technologies-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%226386096%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SGIC CLOUD TECHNOLOGIES INC,SGIC Cloud Technologies - Information Security & GRC,19,6386096
sgs-technologie,https://in.linkedin.com/company/sgs-technologie,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22441353%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SGS TECHNOLOGIE LLC,SGS Technologie,226,441353
i-squared-capital,https://www.linkedin.com/company/i-squared-capital,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223246962%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHABDIKA LLC,I Squared Capital,215,3246962
shad,https://www.linkedin.com/company/shad,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223253030%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHAD ENGINEERS INC,SHAD,154,3253030
shape-security,https://www.linkedin.com/company/shape-security,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222625232%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHAPE SECURITY INC,Shape Security,91,2625232
data-shaping-solutions,https://www.linkedin.com/company/data-shaping-solutions,https://www.linkedin.com/search/results/people/?currentCompany=%5B%224596789%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHAPING DATA SOLUTIONS INC,Data Shaping Solutions,1,4596789
sharecare-inc,https://www.linkedin.com/company/sharecare-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22981669%22%2C%22373657%22%2C%223612958%22%2C%22164157%22%2C%222994303%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHARECARE INC,Sharecare,3342,981669|373657|3612958|164157|2994303
grtechnologyinc,https://www.linkedin.com/company/grtechnologyinc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22113038%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHARED TECHNOLOGY SERVICES GR INC,GR Technology Inc.,23,113038
sharkninja,https://www.linkedin.com/company/sharkninja,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2273959%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHARKNINJA OPERATING LLC,SharkNinja,2133,73959
sharpedge-solutions-inc,https://www.linkedin.com/company/sharpedge-solutions-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221385904%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHARPEDGE SOLUTIONS INC,Sharpedge Solutions Inc,10,1385904
shawnee-mission-medical-center,https://www.linkedin.com/company/shawnee-mission-medical-center,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2230886%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHAWNEE MISSION HEALTH CARE INC D/,Shawnee Mission Health,897,30886
shein-technology,https://www.linkedin.com/company/shein-technology,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2275574270%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHEIN TECHNOLOGY LLC,SHEIN Technology LLC,54,75574270
shell,https://www.linkedin.com/company/shell,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221271%22%2C%2228446844%22%2C%2241804%22%2C%2228452536%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHELL EXPLORATION AND PRODUCTION C,Shell,178445,1271|28446844|41804|28452536
shell-international-exploration-and-production-b.v.,https://www.linkedin.com/company/shell-international-exploration-and-production-b.v.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2222647708%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHELL INTERNATIONAL EXPLORATION &,SHELL INTERNATIONAL EXPLORATION AND …,63,22647708
sp-architects-inc-,https://www.linkedin.com/company/sp-architects-inc-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223242964%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHERRILL PARTNERS ARCHITECTS INC,Sherrill + Partners + Architects,4,3242964
pacific-data-integrators,https://www.linkedin.com/company/pacific-data-integrators,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223804293%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHIBRAM BANERJEE INC DBA PACIFIC DATA INTEGRATORS,Pacific Data Integrators,49,3804293
orange-county-market-place,https://in.linkedin.com/company/orange-county-market-place,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221579042%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHIMENTO INC,Shimano,393,1579042
shimmick-construction,https://www.linkedin.com/company/shimmick-construction/,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22343038%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHIMMICK CONSTRUCTION CO INC,Shimmick Construction,768,343038
shipbob,https://www.linkedin.com/company/shipbob,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223772163%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHIPBOB INC,ShipBob,774,3772163
shift-technologies-inc,https://in.linkedin.com/company/shift-technologies-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223563452%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHIPT INC,Shift,548,3563452
shipwire-inc-,https://www.linkedin.com/company/shipwire-inc-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221052961%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHIPWIRE INC,"Shipwire, a CEVA Logistics Company",55,1052961
shire-human-genetic-therapies-inc,https://www.linkedin.com/company/shire-human-genetic-therapies-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%228119037%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHIRE HUMAN GENETIC THERAPIES INC,Shire Human Genetic Therapies Inc,19,8119037
shook-kelley-inc-,https://www.linkedin.com/company/shook-kelley-inc-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221180509%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHOOK KELLEY LA INC,Shook Kelley,29,1180509
shopify,https://www.linkedin.com/company/shopify/,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22784652%22%2C%2210462386%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHOPIFY USA INC,Shopify,17110,784652|10462386
shriyan-software-llc,https://www.linkedin.com/company/shriyan-software-llc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2273415460%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHRIYAN SOFTWARE LLC,Shriyan Software LLC,4,73415460
shubh-solutions-llc,https://www.linkedin.com/company/shubh-solutions-llc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22531986%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHUBH SOLUTIONS LLC,Shubh Solutions LLC,30,531986
shutterfly,https://www.linkedin.com/company/shutterfly,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22165949%22%2C%228266%22%2C%22203361%22%2C%221690503%22%2C%221458031%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHUTTERFLY LLC,Shutterfly,8031,165949|8266|203361|1690503|1458031
shutts-&-bowen,https://www.linkedin.com/company/shutts-&-bowen,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22200278%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SHUTTS BOWEN LLP,Shutts & Bowen LLP,624,200278
therealsibi,https://www.linkedin.com/company/therealsibi,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2220360278%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIBI LLC,Sibi,60,20360278
sibros,https://www.linkedin.com/company/sibros,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2233322545%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIBROS TECHNOLOGIES INC,Sibros,143,33322545
sicangu-co,https://www.linkedin.com/company/sicangu-co,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2216206965%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SICANGU OYATE HO INC,Sicangu Co,40,16206965
sid-tool-co.-inc.,https://www.linkedin.com/company/sid-tool-co.-inc.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2259475903%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SID TOOL INC DBA MSC INDUSTRIAL,"SID TOOL CO., INC.",1,59475903
sidley-austin,https://www.linkedin.com/company/sidley-austin,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22165957%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIDLEY AUSTIN US LLP,Sidley Austin LLP,4736,165957
siegel-and-strain-architects,https://www.linkedin.com/company/siegel-and-strain-architects,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222430493%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIEGEL AND STRAIN ARCHITECTS,Siegel & Strain Architects,28,2430493
siemensgamesa?originalSubdomain=de,https://www.linkedin.com/company/siemensgamesa/?originalSubdomain=de,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2211455%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIEMENS GAMESA RENEWABLE ENERGY IN,Siemens Gamesa,20850,11455
siemens-healthineers,https://in.linkedin.com/company/siemens-healthineers,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22157241%22%2C%22362711%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIEMENS HEALTHCARE DIAGNOSTICS INC,Siemens Healthineers,41395,157241|362711
siemens-medical-solutions-usa-inc.,https://www.linkedin.com/company/siemens-medical-solutions-usa-inc.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2260261071%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIEMENS MEDICAL SOLUTIONS USA INC,"Siemens Medical Solutions USA, Inc.",82,60261071
siemens,https://www.linkedin.com/company/siemens/,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221043%22%2C%221012783%22%2C%22899191%22%2C%22157241%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIEMENS MOBILITY INC,Siemens,207409,1043|1012783|899191|157241
sierra-consulting-inc-,https://in.linkedin.com/company/sierra-consulting-inc-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%227791426%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIERRA CONSULTING INC,"Sierra Consulting, Inc.",95,7791426
sierra-management-group-inc,https://www.linkedin.com/company/sierra-management-group-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2224599518%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIERRA MED GRP INC,"Sierra Management Group, Inc.",15,24599518
sifive,https://www.linkedin.com/company/sifive,https://www.linkedin.com/search/results/people/?currentCompany=%5B%227579420%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIFIVE INC,SiFive,573,7579420
sift-science-inc.,https://www.linkedin.com/company/sift-science-inc.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2254618069%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIFT SCIENCE INC,"Sift Science, Inc.",5,54618069
sightly-enterprises-inc.,https://www.linkedin.com/company/sightly-enterprises-inc.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2259608871%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIGHTLY ENTERPRISES INC,"Sightly Enterprises, Inc.",1,59608871
sigma-aldrich,https://www.linkedin.com/company/sigma-aldrich,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22165965%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIGMA ALDRICH MANUFACTURING LLC,Sigma-Aldrich,3655,165965
sigmacomputing,https://www.linkedin.com/company/sigmacomputing,https://www.linkedin.com/search/results/people/?currentCompany=%5B%227801411%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIGMA COMPUTING INC,Sigma Computing,452,7801411
sigma-connectivity-ab,https://www.linkedin.com/company/sigma-connectivity-ab,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223078960%22%2C%2291518148%22%2C%2285644919%22%2C%2255786%22%2C%2280774091%22%2C%2242095306%22%2C%2280171276%22%2C%2288440999%22%2C%2215178455%22%2C%2242311605%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIGMA CONNECTIVITY INC,Sigma Connectivity,497,3078960|91518148|85644919|55786|80774091|42095306|80171276|88440999|15178455|42311605
sigmaways,https://www.linkedin.com/company/sigmaways,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22203731%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIGMAWAYS INC,Sigmaways Inc,37,203731
sigmundsoftware,https://www.linkedin.com/company/sigmundsoftware,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221432974%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIGMUND SOFTWARE LLC,"Sigmund Software, LLC",37,1432974
signadot,https://www.linkedin.com/company/signadot,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2242813987%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIGNADOT INC,Signadot,9,42813987
signature-commercial-solutions-llc,https://www.linkedin.com/company/signature-commercial-solutions-llc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2254718910%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIGNATURE COMMERCIAL SOLNS LLC DBA,"SIGNATURE COMMERCIAL SOLUTIONS, LLC",2,54718910
signifyhealth,https://www.linkedin.com/company/signifyhealth,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2228631800%22%2C%223298753%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIGNIFY HEALTH LLC,Signify Health,752,28631800|3298753
signifycompany,https://www.linkedin.com/company/signifycompany/,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2211700676%22%2C%2210845983%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIGNIFY NORTH AMERICA CORPORATION,Signify,11035,11700676|10845983
signinsoftpvtltd,https://www.linkedin.com/company/signinsoftpvtltd,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2235635643%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIGNINSOFT INC,SigninsoftPvtLtd,2,35635643
signoshealth,https://www.linkedin.com/company/signoshealth,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2269694884%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIGNOS INC,Signos,40,69694884
signs365,https://www.linkedin.com/company/signs365,https://www.linkedin.com/search/results/people/?currentCompany=%5B%229383039%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIGNS365 COM LLC,Signs365,57,9383039
sila-nanotechnologies-inc-,https://www.linkedin.com/company/sila-nanotechnologies-inc-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%225903162%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SILA NANOTECHNOLOGIES INC,Sila Nanotechnologies Inc.,332,5903162
siliconlabs,https://www.linkedin.com/company/siliconlabs,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22165971%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SILICON LABORATORIES INC,Silicon Labs,2271,165971
silicontechsolutions,https://www.linkedin.com/company/silicontechsolutions,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222897270%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SILICON TECH SOLUTIONS INC,"Silicon Tech Solutions, Inc",32,2897270
silicon-valley-international-school-inc,https://www.linkedin.com/company/silicon-valley-international-school-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2215770826%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SILICON VALLEY INTERNATIONAL SCHOOL,SILICON VALLEY INTERNATIONAL SCHOOL INC,3,15770826
siliconnepal,https://www.linkedin.com/company/siliconnepal,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2272046114%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SILICONHIRE LLC,SiliconHire Pvt. Ltd.,7,72046114
silliker-inc,https://www.linkedin.com/company/silliker-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%229691315%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SILLIKER INC,Silliker INC,60,9691315
sillmanwright-architects,https://www.linkedin.com/company/sillmanwright-architects,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222092738%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SILLMAN WRIGHT ARCHITECTS,SILLMAN,51,2092738
silver-lake,https://www.linkedin.com/company/silver-lake,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2227335%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SILVER LAKE TECHNOLOGY MANAGEMENT,Silver Lake,528,27335
simbachain,https://www.linkedin.com/company/simbachain,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2228146825%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIMBA CHAIN INC,SIMBA Chain,83,28146825
simbe-robotics-inc,https://www.linkedin.com/company/simbe-robotics-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2217906479%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIMBE ROBOTICS INC,Simbe Robotics,32,17906479
identitywithsimeio,https://www.linkedin.com/company/identitywithsimeio,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22203075%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIMEIO SOLUTIONS LLC,Simeio,701,203075
simmonsfoods,https://www.linkedin.com/company/simmonsfoods,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22108204%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIMMONS PREPARED FOODS INC,Simmons Foods,2254,108204
simons-foundation,https://www.linkedin.com/company/simons-foundation,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221392000%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIMONS FOUNDATION,Simons Foundation,417,1392000
simplain,https://www.linkedin.com/company/simplain,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221695313%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIMPLAIN SOFTWARE SOLUTIONS LLC,Simplain Software Solutions LLC,43,1695313
easypost,https://www.linkedin.com/company/easypost,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223085688%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIMPLER POSTAGE INC DBA EASYPOST,EasyPost,281,3085688
sghengineering,https://www.linkedin.com/company/sghengineering,https://www.linkedin.com/search/results/people/?currentCompany=%5B%229937%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIMPSON GUMPERTZ & HEGER INC,Simpson Gumpertz & Heger (SGH),742,9937
simpson-strong-tie,https://www.linkedin.com/company/simpson-strong-tie,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2225017%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIMPSON STRONG TIE CO INC,Simpson Strong-Tie,2103,25017
simpson-thacher-&-bartlett-llp,https://www.linkedin.com/company/simpson-thacher-&-bartlett-llp,https://www.linkedin.com/search/results/people/?currentCompany=%5B%226853%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIMPSON THACHER BARTLETT LLP,Simpson Thacher & Bartlett LLP,2409,6853
simulations-plus,https://www.linkedin.com/company/simulations-plus,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2295827%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SIMULATIONS PLUS INC,"Simulations Plus, Inc.",116,95827
